0.0373376,11.993918,12.892167,11.904668,14.778986,-0.214591252997686,-0.12399425871639
0.0809968,12.003831,12.901710,11.941899,14.691586,0.07337771203344,-0.395514364631143
0.1260496,11.984006,12.939881,11.886053,14.681875,0.419500690126837,-0.157576404998908
0.1660592,11.974094,12.911252,11.904668,14.672164,0.215920415493303,-0.257002263290154
0.1973008,11.934444,12.853996,11.858129,14.691586,-0.0955782015291744,-0.129802738768898
0.2472912,11.944357,12.892167,11.913976,14.691586,-0.11324656066467,-0.207777897606258
0.2785952,12.023655,12.911252,11.932591,14.730430,0.0809548691536168,-0.321055269431378
0.309704,11.964181,12.997137,11.867437,14.778986,0.262762999832145,0.249670227147401
0.3545616,12.033568,12.997137,11.895360,14.778986,0.449681375048923,0.018721953008269
0.382056,11.914620,12.968509,11.867437,14.788697,-0.115872588731427,0.329030357315224
0.412216,12.013743,12.930338,11.867437,14.798408,0.109279421569105,0.0351763810192676
0.446168,12.013743,12.939881,11.932591,14.788697,-0.0739459718072819,-0.119620523875232
0.4874464,12.033568,12.939881,11.876745,14.837252,0.0414298805368754,0.0648969207465555
0.5348608,11.984006,12.873082,11.913976,14.740141,-0.220902704876861,-0.241384172247649
0.5688864,12.063305,12.920795,11.895360,14.759563,0.326917515482269,-0.247491474983963
0.617312,12.013743,12.892167,11.932591,14.759563,-0.162936813098435,-0.276977149657702
0.64732,12.003831,12.892167,11.895360,14.808119,-0.251834766482041,-0.0657716360356737
0.6812304,11.944357,12.892167,11.895360,14.701297,-0.0770532170621481,-0.143563517588012
0.7437264,12.013743,12.901710,11.923284,14.730430,0.0343100905668852,-0.295120565098111
0.78968,12.013743,12.930338,11.904668,14.711008,0.312908371746566,-0.232115595065721
0.8296688,12.023655,12.949423,11.867437,14.720719,0.550421739001802,-0.108282714189626
0.8623216,11.984006,12.882624,11.886053,14.711008,0.05229684177473,-0.215334223039457
0.8910016,11.894795,12.844454,11.886053,14.711008,-0.502971626224008,-0.0815250961609291
0.9233152,11.954269,12.920795,11.923284,14.769275,-0.298556966704892,-0.0353332455558792
0.9621488,12.013743,12.958966,11.886053,14.788697,0.197206781857241,0.0296655735757181
0.9936208,12.013743,12.920795,11.895360,14.798408,-0.045260713469049,-0.0505778438658755
1.024744,11.934444,12.958966,11.886053,14.798408,-0.186040603424297,0.237858158547978
1.064864,11.974094,12.939881,11.867437,14.788697,0.0180785966569115,0.129014314123959
1.0973184,11.984006,12.987594,11.848821,14.720719,0.619762332230034,0.108273551339344
1.1273088,11.984006,13.025765,11.830206,14.778986,0.623674729043328,0.34944295158315
1.1572928,12.033568,12.968509,11.895360,14.740141,0.483521510445184,-0.119152615584632
1.1948784,12.043480,12.997137,11.904668,14.778986,0.454769124465487,-0.0267910282988524
1.2287456,12.043480,12.997137,11.904668,14.778986,0.454769124465487,-0.0267910282988524
1.2573296,11.974094,12.911252,11.876745,14.720719,0.132009501379772,-0.0909421849007135
1.29732,12.003831,12.930338,11.876745,14.711008,0.383438001092583,-0.142353493653701
1.3275728,12.023655,12.978051,11.951207,14.798408,0.0196391306248662,-0.0893067608830247
1.3683936,11.984006,12.911252,11.886053,14.662453,0.374301065596119,-0.256297954565335
1.4095568,12.023655,12.968509,11.904668,14.749852,0.363451247514131,-0.0978543189926846
1.4399616,12.003831,12.930338,11.895360,14.798408,-0.0468636242070204,-0.00755885880077933
1.47116,12.013743,12.968509,11.895360,14.846963,-0.035053720051117,0.145938213782468
1.4997024,12.013743,12.968509,11.867437,14.740141,0.51116986826407,-0.00591888967483989
1.540952,12.013743,12.949423,11.858129,14.720719,0.545353565291116,-0.0626561565948283
1.5722448,11.984006,12.853996,11.830206,14.701297,0.194592331077375,-0.161357712794514
1.602352,12.013743,12.930338,11.876745,14.643031,0.703266959850886,-0.305501771913445
1.6362448,11.954269,12.892167,11.867437,14.691586,0.119199823651524,-0.120670013840224
1.6746384,12.033568,12.949423,11.886053,14.740141,0.438736964445814,-0.136159621226637
1.7046576,11.993918,12.911252,11.904668,14.817830,-0.288981756596947,-0.00543661852731603
1.7360784,12.013743,12.968509,11.848821,14.749852,0.547367337376442,0.0581464075974001
1.7810528,11.974094,12.968509,11.848821,14.827541,0.0602301800539466,0.311005588173671
1.8287584,12.003831,12.939881,11.876745,14.798408,0.0699409346857873,0.0561148420657389
1.8612448,12.003831,12.968509,11.830206,14.837252,0.225168486129524,0.304352226119581
1.9089072,12.013743,12.987594,11.913976,14.759563,0.326002516178651,-0.0375569175731805
1.9472496,12.073217,12.901710,11.895360,14.759563,0.287207527778303,-0.31005936352444
1.9822128,12.023655,12.882624,11.923284,14.788697,-0.241606542443526,-0.238249328385038
2.0213088,11.984006,12.863539,11.876745,14.798408,-0.34770661934363,-0.0530333064737434
2.0709776,12.043480,12.901710,11.886053,14.798408,0.0386276403761618,-0.138046302362005
